🔬 Generando tabla periódica de palitos...
✅ Generados 3101 átomos

==================================================================================================================================
N°,Nombre,Capas,I,O,Longitud,P.Fusion,Desap,Mag,Fuerza,Conduct,React,Radiact
1590,Atom_1590,6,29,22,2,425.0,0,0.00,No,325.3,531.7,47.77
1591,Atom_1591,6,30,0,2,4249.0,0,0.00,No,402.0,400.0,38.85
1592,Atom_1592,6,30,1,2,4217.0,0,0.00,No,407.0,404.7,39.27
1593,Atom_1593,6,30,2,2,3811.0,0,0.00,No,412.0,409.3,39.70
1594,Atom_1594,6,30,3,2,4153.0,0,0.00,No,417.0,413.0,40.12
1595,Atom_1595,6,30,4,2,3373.0,0,0.00,No,422.0,417.3,40.55
1596,Atom_1596,6,30,5,2,4089.0,0,0.00,No,427.0,421.7,40.98
1597,Atom_1597,6,30,6,2,3309.0,0,0.00,No,432.0,440.0,41.40
1598,Atom_1598,6,30,7,2,4025.0,0,0.00,No,415.3,446.7,41.83
1599,Atom_1599,6,30,8,2,2497.0,0,0.00,No,412.7,453.3,42.25
1600,Atom_1600,6,30,9,2,3961.0,0,0.00,No,410.0,460.0,42.67
1601,Atom_1601,6,30,10,2,2433.0,0,0.00,No,407.3,466.7,43.10
1602,Atom_1602,6,30,11,2,3897.0,0,0.00,No,404.7,473.3,43.52
1603,Atom_1603,6,30,12,2,2369.0,0,0.00,No,402.0,480.0,43.95
1604,Atom_1604,6,30,13,2,3833.0,0,0.00,No,395.3,486.7,44.38
1605,Atom_1605,6,30,14,2,2305.0,0,0.00,No,388.7,493.3,44.80
1606,Atom_1606,6,30,15,2,3769.0,0,0.00,No,382.0,500.0,45.23
1607,Atom_1607,6,30,16,2,745.0,0,0.00,No,375.3,506.7,45.65
1608,Atom_1608,6,30,17,2,3705.0,0,0.00,No,368.7,513.3,46.08
1609,Atom_1609,6,30,18,2,681.0,0,0.00,No,362.0,520.0,46.50
1610,Atom_1610,6,30,19,2,3641.0,0,0.00,No,355.3,526.7,46.92
1611,Atom_1611,6,30,20,2,617.0,0,0.00,No,348.7,533.3,47.35
1612,Atom_1612,6,30,21,2,3577.0,0,0.00,No,342.0,540.0,47.77
1613,Atom_1613,6,30,22,2,553.0,0,0.00,No,335.3,546.7,48.20
1614,Atom_1614,6,31,0,2,4377.0,0,0.00,No,412.0,415.0,39.27
1615,Atom_1615,6,31,1,2,4345.0,0,0.00,No,417.0,419.7,39.70
1616,Atom_1616,6,31,2,2,3939.0,0,0.00,No,422.0,424.3,40.12
1617,Atom_1617,6,31,3,2,4281.0,0,0.00,No,427.0,428.0,40.55
1618,Atom_1618,6,31,4,2,3501.0,0,0.00,No,432.0,432.3,40.98
1619,Atom_1619,6,31,5,2,4217.0,0,0.00,No,437.0,436.7,41.40
1620,Atom_1620,6,31,6,2,3437.0,0,0.00,No,442.0,455.0,41.83
1621,Atom_1621,6,31,7,2,4153.0,0,0.00,No,425.3,461.7,42.25
1622,Atom_1622,6,31,8,2,2625.0,0,0.00,No,422.7,468.3,42.67
1623,Atom_1623,6,31,9,2,4089.0,0,0.00,No,420.0,475.0,43.10
1624,Atom_1624,6,31,10,2,2561.0,0,0.00,No,417.3,481.7,43.52
1625,Atom_1625,6,31,11,2,4025.0,0,0.00,No,414.7,488.3,43.95
1626,Atom_1626,6,31,12,2,2497.0,0,0.00,No,412.0,495.0,44.38
1627,Atom_1627,6,31,13,2,3961.0,0,0.00,No,405.3,501.7,44.80
1628,Atom_1628,6,31,14,2,2433.0,0,0.00,No,398.7,508.3,45.23
1629,Atom_1629,6,31,15,2,3897.0,0,0.00,No,392.0,515.0,45.65
1630,Atom_1630,6,31,16,2,873.0,0,0.00,No,385.3,521.7,46.08
1631,Atom_1631,6,31,17,2,3833.0,0,0.00,No,378.7,528.3,46.50
1632,Atom_1632,6,31,18,2,809.0,0,0.00,No,372.0,535.0,46.92
1633,Atom_1633,6,31,19,2,3769.0,0,0.00,No,365.3,541.7,47.35
1634,Atom_1634,6,31,20,2,745.0,0,0.00,No,358.7,548.3,47.77
1635,Atom_1635,6,31,21,2,3705.0,0,0.00,No,352.0,555.0,48.20
1636,Atom_1636,6,31,22,2,681.0,0,0.00,No,345.3,561.7,48.63
1637,Atom_1637,6,32,0,2,4505.0,0,0.00,No,422.0,430.0,39.70
1638,Atom_1638,6,32,1,2,4473.0,0,0.00,No,427.0,434.7,40.12
1639,Atom_1639,6,32,2,2,4067.0,0,0.00,No,432.0,439.3,40.55
1640,Atom_1640,6,32,3,2,4409.0,0,0.00,No,437.0,443.0,40.98
1641,Atom_1641,6,32,4,2,3629.0,0,0.00,No,442.0,447.3,41.40
1642,Atom_1642,6,32,5,2,4345.0,0,0.00,No,447.0,451.7,41.83
1643,Atom_1643,6,32,6,2,3565.0,0,0.00,No,452.0,470.0,42.25
1644,Atom_1644,6,32,7,2,4281.0,0,0.00,No,435.3,476.7,42.67
1645,Atom_1645,6,32,8,2,2753.0,0,0.00,No,432.7,483.3,43.10
1646,Atom_1646,6,32,9,2,4217.0,0,0.00,No,430.0,490.0,43.52
1647,Atom_1647,6,32,10,2,2689.0,0,0.00,No,427.3,496.7,43.95
1648,Atom_1648,6,32,11,2,4153.0,0,0.00,No,424.7,503.3,44.38
1649,Atom_1649,6,32,12,2,2625.0,0,0.00,No,422.0,510.0,44.80
1650,Atom_1650,6,32,13,2,4089.0,0,0.00,No,415.3,516.7,45.23
1651,Atom_1651,6,32,14,2,2561.0,0,0.00,No,408.7,523.3,45.65
1652,Atom_1652,6,32,15,2,4025.0,0,0.00,No,402.0,530.0,46.08
1653,Atom_1653,6,32,16,2,1001.0,0,0.00,No,395.3,536.7,46.50
1654,Atom_1654,6,32,17,2,3961.0,0,0.00,No,388.7,543.3,46.92
1655,Atom_1655,6,32,18,2,937.0,0,0.00,No,382.0,550.0,47.35
1656,Atom_1656,6,32,19,2,3897.0,0,0.00,No,375.3,556.7,47.77
1657,Atom_1657,6,32,20,2,873.0,0,0.00,No,368.7,563.3,48.20
1658,Atom_1658,6,32,21,2,3833.0,0,0.00,No,362.0,570.0,48.63
1659,Atom_1659,6,32,22,2,809.0,0,0.00,No,355.3,576.7,49.05
1660,Atom_1660,6,33,0,2,4633.0,0,0.00,No,432.0,445.0,40.12
1661,Atom_1661,6,33,1,2,4601.0,0,0.00,No,437.0,449.7,40.55
1662,Atom_1662,6,33,2,2,4195.0,0,0.00,No,442.0,454.3,40.98
1663,Atom_1663,6,33,3,2,4537.0,0,0.00,No,447.0,458.0,41.40
1664,Atom_1664,6,33,4,2,3757.0,0,0.00,No,452.0,462.3,41.83
1665,Atom_1665,6,33,5,2,4473.0,0,0.00,No,457.0,466.7,42.25
1666,Atom_1666,6,33,6,2,3693.0,0,0.00,No,462.0,485.0,42.67
1667,Atom_1667,6,33,7,2,4409.0,0,0.00,No,445.3,491.7,43.10
1668,Atom_1668,6,33,8,2,2881.0,0,0.00,No,442.7,498.3,43.52
1669,Atom_1669,6,33,9,2,4345.0,0,0.00,No,440.0,505.0,43.95
1670,Atom_1670,6,33,10,2,2817.0,0,0.00,No,437.3,511.7,44.38
1671,Atom_1671,6,33,11,2,4281.0,0,0.00,No,434.7,518.3,44.80
1672,Atom_1672,6,33,12,2,2753.0,0,0.00,No,432.0,525.0,45.23
1673,Atom_1673,6,33,13,2,4217.0,0,0.00,No,425.3,531.7,45.65
1674,Atom_1674,6,33,14,2,2689.0,0,0.00,No,418.7,538.3,46.08
1675,Atom_1675,6,33,15,2,4153.0,0,0.00,No,412.0,545.0,46.50
1676,Atom_1676,6,33,16,2,1129.0,0,0.00,No,405.3,551.7,46.92
1677,Atom_1677,6,33,17,2,4089.0,0,0.00,No,398.7,558.3,47.35
1678,Atom_1678,6,33,18,2,1065.0,0,0.00,No,392.0,565.0,47.77
1679,Atom_1679,6,33,19,2,4025.0,0,0.00,No,385.3,571.7,48.20
1680,Atom_1680,6,33,20,2,1001.0,0,0.00,No,378.7,578.3,48.63
1681,Atom_1681,6,33,21,2,3961.0,0,0.00,No,372.0,585.0,49.05
1682,Atom_1682,6,33,22,2,937.0,0,0.00,No,365.3,591.7,49.47
1683,Atom_1683,6,34,0,2,4761.0,0,0.00,No,442.0,460.0,40.55
1684,Atom_1684,6,34,1,2,4729.0,0,0.00,No,447.0,464.7,40.98
1685,Atom_1685,6,34,2,2,4323.0,0,0.00,No,452.0,469.3,41.40
1686,Atom_1686,6,34,3,2,4665.0,0,0.00,No,457.0,473.0,41.83
1687,Atom_1687,6,34,4,2,3885.0,0,0.00,No,462.0,477.3,42.25
1688,Atom_1688,6,34,5,2,4601.0,0,0.00,No,467.0,481.7,42.67
1689,Atom_1689,6,34,6,2,3821.0,0,0.00,No,472.0,500.0,43.10
1690,Atom_1690,6,34,7,2,4537.0,0,0.00,No,455.3,506.7,43.52
1691,Atom_1691,6,34,8,2,3009.0,0,0.00,No,452.7,513.3,43.95
1692,Atom_1692,6,34,9,2,4473.0,0,0.00,No,450.0,520.0,44.38
1693,Atom_1693,6,34,10,2,2945.0,0,0.00,No,447.3,526.7,44.80
1694,Atom_1694,6,34,11,2,4409.0,0,0.00,No,444.7,533.3,45.23
1695,Atom_1695,6,34,12,2,2881.0,0,0.00,No,442.0,540.0,45.65
1696,Atom_1696,6,34,13,2,4345.0,0,0.00,No,435.3,546.7,46.08
1697,Atom_1697,6,34,14,2,2817.0,0,0.00,No,428.7,553.3,46.50
1698,Atom_1698,6,34,15,2,4281.0,0,0.00,No,422.0,560.0,46.92
1699,Atom_1699,6,34,16,2,1257.0,0,0.00,No,415.3,566.7,47.35
1700,Atom_1700,6,34,17,2,4217.0,0,0.00,No,408.7,573.3,47.77
1701,Atom_1701,6,34,18,2,1193.0,0,0.00,No,402.0,580.0,48.20
1702,Atom_1702,6,34,19,2,4153.0,0,0.00,No,395.3,586.7,48.63
1703,Atom_1703,6,34,20,2,1129.0,0,0.00,No,388.7,593.3,49.05
1704,Atom_1704,6,34,21,2,4089.0,0,0.00,No,382.0,600.0,49.47
1705,Atom_1705,6,34,22,2,1065.0,0,0.00,No,375.3,606.7,49.90
1706,Atom_1706,6,35,0,2,4889.0,0,0.00,No,452.0,475.0,40.98
1707,Atom_1707,6,35,1,2,4857.0,0,0.00,No,457.0,479.7,41.40
1708,Atom_1708,6,35,2,2,4451.0,0,0.00,No,462.0,484.3,41.83
1709,Atom_1709,6,35,3,2,4793.0,0,0.00,No,467.0,488.0,42.25
1710,Atom_1710,6,35,4,2,4013.0,0,0.00,No,472.0,492.3,42.67
1711,Atom_1711,6,35,5,2,4729.0,0,0.00,No,477.0,496.7,43.10
1712,Atom_1712,6,35,6,2,3949.0,0,0.00,No,482.0,515.0,43.52
1713,Atom_1713,6,35,7,2,4665.0,0,0.00,No,465.3,521.7,43.95
1714,Atom_1714,6,35,8,2,3137.0,0,0.00,No,462.7,528.3,44.38
1715,Atom_1715,6,35,9,2,4601.0,0,0.00,No,460.0,535.0,44.80
1716,Atom_1716,6,35,10,2,3073.0,0,0.00,No,457.3,541.7,45.23
1717,Atom_1717,6,35,11,2,4537.0,0,0.00,No,454.7,548.3,45.65
1718,Atom_1718,6,35,12,2,3009.0,0,0.00,No,452.0,555.0,46.08
1719,Atom_1719,6,35,13,2,4473.0,0,0.00,No,445.3,561.7,46.50
1720,Atom_1720,6,35,14,2,2945.0,0,0.00,No,438.7,568.3,46.92
1721,Atom_1721,6,35,15,2,4409.0,0,0.00,No,432.0,575.0,47.35
1722,Atom_1722,6,35,16,2,1385.0,0,0.00,No,425.3,581.7,47.77
1723,Atom_1723,6,35,17,2,4345.0,0,0.00,No,418.7,588.3,48.20
1724,Atom_1724,6,35,18,2,1321.0,0,0.00,No,412.0,595.0,48.63
1725,Atom_1725,6,35,19,2,4281.0,0,0.00,No,405.3,601.7,49.05
1726,Atom_1726,6,35,20,2,1257.0,0,0.00,No,398.7,608.3,49.47
1727,Atom_1727,6,35,21,2,4217.0,0,0.00,No,392.0,615.0,49.90
1728,Atom_1728,6,35,22,2,1193.0,0,0.00,No,385.3,621.7,50.32
1729,Atom_1729,6,36,0,2,5017.0,0,0.00,No,462.0,490.0,41.40
1730,Atom_1730,6,36,1,2,4985.0,0,0.00,No,467.0,494.7,41.83
1731,Atom_1731,6,36,2,2,4579.0,0,0.00,No,472.0,499.3,42.25
1732,Atom_1732,6,36,3,2,4921.0,0,0.00,No,477.0,503.0,42.67
1733,Atom_1733,6,36,4,2,4141.0,0,0.00,No,482.0,507.3,43.10
1734,Atom_1734,6,36,5,2,4857.0,0,0.00,No,487.0,511.7,43.52
1735,Atom_1735,6,36,6,2,4077.0,0,0.00,No,492.0,530.0,43.95
1736,Atom_1736,6,36,7,2,4793.0,0,0.00,No,475.3,536.7,44.38
1737,Atom_1737,6,36,8,2,3265.0,0,0.00,No,472.7,543.3,44.80
1738,Atom_1738,6,36,9,2,4729.0,0,0.00,No,470.0,550.0,45.23
1739,Atom_1739,6,36,10,2,3201.0,0,0.00,No,467.3,556.7,45.65
1740,Atom_1740,6,36,11,2,4665.0,0,0.00,No,464.7,563.3,46.08
1741,Atom_1741,6,36,12,2,3137.0,0,0.00,No,462.0,570.0,46.50
1742,Atom_1742,6,36,13,2,4601.0,0,0.00,No,455.3,576.7,46.92
1743,Atom_1743,6,36,14,2,3073.0,0,0.00,No,448.7,583.3,47.35
1744,Atom_1744,6,36,15,2,4537.0,0,0.00,No,442.0,590.0,47.77
1745,Atom_1745,6,36,16,2,1513.0,0,0.00,No,435.3,596.7,48.20
1746,Atom_1746,6,36,17,2,4473.0,0,0.00,No,428.7,603.3,48.63
1747,Atom_1747,6,36,18,2,1449.0,0,0.00,No,422.0,610.0,49.05
1748,Atom_1748,6,36,19,2,4409.0,0,0.00,No,415.3,616.7,49.47
1749,Atom_1749,6,36,20,2,1385.0,0,0.00,No,408.7,623.3,49.90
1750,Atom_1750,6,36,21,2,4345.0,0,0.00,No,402.0,630.0,50.32
1751,Atom_1751,6,36,22,2,1321.0,0,0.00,No,395.3,636.7,50.75
1752,Atom_1752,7,0,0,1,498.0,0,0.00,No,84.0,0.0,60.90
1753,Atom_1753,7,0,1,1,466.0,0,0.00,No,86.5,0.0,61.75
1754,Atom_1754,7,0,2,1,60.0,0,0.00,No,89.0,0.0,62.60
1755,Atom_1755,7,0,3,1,402.0,0,0.00,No,91.5,0.0,63.45
1756,Atom_1756,7,0,4,1,-273.0,0,0.00,No,94.0,0.0,64.30
1757,Atom_1757,7,0,5,1,338.0,0,0.00,No,96.5,0.0,65.15
1758,Atom_1758,7,0,6,1,-273.0,0,0.00,No,99.0,0.0,66.00
1759,Atom_1759,7,0,7,1,274.0,0,0.00,No,101.5,0.0,66.85
1760,Atom_1760,7,0,8,1,-273.0,0,0.00,No,104.0,0.0,67.70
1761,Atom_1761,7,0,9,1,210.0,0,0.00,No,106.5,0.0,68.55
1762,Atom_1762,7,0,10,1,-273.0,0,0.00,No,109.0,0.0,69.40
1763,Atom_1763,7,0,11,1,146.0,0,0.00,No,111.5,0.0,70.25
1764,Atom_1764,7,0,12,1,-273.0,0,0.00,No,114.0,0.0,71.10
1765,Atom_1765,7,0,13,1,82.0,0,0.00,No,98.7,0.0,71.95
1766,Atom_1766,7,0,14,1,-273.0,0,0.00,No,97.3,0.0,72.80
1767,Atom_1767,7,0,15,1,18.0,0,0.00,No,96.0,0.0,73.65
1768,Atom_1768,7,0,16,1,-273.0,0,0.00,No,94.7,0.0,74.50
1769,Atom_1769,7,0,17,1,-46.0,0,0.00,No,93.3,0.0,75.35
1770,Atom_1770,7,0,18,1,-273.0,0,0.00,No,92.0,0.0,76.20
1771,Atom_1771,7,0,19,1,-110.0,0,0.00,No,90.7,0.0,77.05
1772,Atom_1772,7,0,20,1,-273.0,0,0.00,No,89.3,0.0,77.90
1773,Atom_1773,7,0,21,1,-174.0,0,0.00,No,88.0,0.0,78.75
1774,Atom_1774,7,0,22,1,-273.0,0,0.00,No,86.7,0.0,79.60
1775,Atom_1775,7,0,23,1,-238.0,0,0.00,No,85.3,0.0,80.45
1776,Atom_1776,7,0,24,1,-273.0,0,0.00,No,84.0,0.0,81.30
1777,Atom_1777,7,0,25,1,-273.0,0,0.00,No,80.7,0.0,82.15
1778,Atom_1778,7,0,26,1,-273.0,0,0.00,No,77.3,0.0,83.00
1779,Atom_1779,7,1,0,1,626.0,1,2.26,Si,94.0,165.0,61.75
1780,Atom_1780,7,1,1,1,594.0,1,2.26,Si,96.5,166.3,62.60
1781,Atom_1781,7,1,2,1,188.0,0,0.00,No,99.0,167.7,63.45
1782,Atom_1782,7,1,3,1,530.0,0,0.00,No,101.5,164.0,64.30
1783,Atom_1783,7,1,4,1,-250.0,0,0.00,No,104.0,163.7,65.15
1784,Atom_1784,7,1,5,1,466.0,0,0.00,No,106.5,163.3,66.00
1785,Atom_1785,7,1,6,1,-273.0,0,0.00,No,109.0,170.0,66.85
1786,Atom_1786,7,1,7,1,402.0,0,0.00,No,111.5,170.8,67.70
1787,Atom_1787,7,1,8,1,-273.0,0,0.00,No,114.0,171.7,68.55
1788,Atom_1788,7,1,9,1,338.0,0,0.00,No,116.5,172.5,69.40
1789,Atom_1789,7,1,10,1,-273.0,0,0.00,No,119.0,173.3,70.25
1790,Atom_1790,7,1,11,1,274.0,0,0.00,No,121.5,174.2,71.10
1791,Atom_1791,7,1,12,1,-273.0,0,0.00,No,124.0,175.0,71.95
1792,Atom_1792,7,1,13,1,210.0,0,0.00,No,108.7,175.8,72.80
1793,Atom_1793,7,1,14,1,-273.0,0,0.00,No,107.3,176.7,73.65
1794,Atom_1794,7,1,15,1,146.0,0,0.00,No,106.0,177.5,74.50
1795,Atom_1795,7,1,16,1,-273.0,0,0.00,No,104.7,178.3,75.35
1796,Atom_1796,7,1,17,1,82.0,0,0.00,No,103.3,179.2,76.20
1797,Atom_1797,7,1,18,1,-273.0,0,0.00,No,102.0,180.0,77.05
1798,Atom_1798,7,1,19,1,18.0,0,0.00,No,100.7,180.8,77.90
1799,Atom_1799,7,1,20,1,-273.0,0,0.00,No,99.3,181.7,78.75
1800,Atom_1800,7,1,21,1,-46.0,0,0.00,No,98.0,182.5,79.60
1801,Atom_1801,7,1,22,1,-273.0,0,0.00,No,96.7,183.3,80.45
1802,Atom_1802,7,1,23,1,-110.0,0,0.00,No,95.3,184.2,81.30
1803,Atom_1803,7,1,24,1,-273.0,0,0.00,No,94.0,185.0,82.15
1804,Atom_1804,7,1,25,1,-174.0,0,0.00,No,90.7,185.8,83.00
1805,Atom_1805,7,1,26,1,-273.0,0,0.00,No,87.3,186.7,83.85
1806,Atom_1806,7,2,0,1,754.0,2,4.53,Si,104.0,130.0,62.60
1807,Atom_1807,7,2,1,1,722.0,2,4.53,Si,106.5,131.3,63.45
1808,Atom_1808,7,2,2,1,316.0,1,2.26,Si,109.0,132.7,64.30
1809,Atom_1809,7,2,3,1,658.0,1,2.26,Si,111.5,129.0,65.15
1810,Atom_1810,7,2,4,1,-122.0,0,0.00,No,114.0,128.7,66.00
1811,Atom_1811,7,2,5,1,594.0,0,0.00,No,116.5,128.3,66.85
1812,Atom_1812,7,2,6,1,-186.0,0,0.00,No,119.0,135.0,67.70
1813,Atom_1813,7,2,7,1,530.0,0,0.00,No,121.5,135.8,68.55
1814,Atom_1814,7,2,8,1,-273.0,0,0.00,No,124.0,136.7,69.40
1815,Atom_1815,7,2,9,1,466.0,0,0.00,No,126.5,137.5,70.25
1816,Atom_1816,7,2,10,1,-273.0,0,0.00,No,129.0,138.3,71.10
1817,Atom_1817,7,2,11,1,402.0,0,0.00,No,131.5,139.2,71.95
1818,Atom_1818,7,2,12,1,-273.0,0,0.00,No,134.0,140.0,72.80
1819,Atom_1819,7,2,13,1,338.0,0,0.00,No,118.7,140.8,73.65
1820,Atom_1820,7,2,14,1,-273.0,0,0.00,No,117.3,141.7,74.50
1821,Atom_1821,7,2,15,1,274.0,0,0.00,No,116.0,142.5,75.35
1822,Atom_1822,7,2,16,1,-273.0,0,0.00,No,114.7,143.3,76.20
1823,Atom_1823,7,2,17,1,210.0,0,0.00,No,113.3,144.2,77.05
1824,Atom_1824,7,2,18,1,-273.0,0,0.00,No,112.0,145.0,77.90
1825,Atom_1825,7,2,19,1,146.0,0,0.00,No,110.7,145.8,78.75
1826,Atom_1826,7,2,20,1,-273.0,0,0.00,No,109.3,146.7,79.60
1827,Atom_1827,7,2,21,1,82.0,0,0.00,No,108.0,147.5,80.45
1828,Atom_1828,7,2,22,1,-273.0,0,0.00,No,106.7,148.3,81.30
1829,Atom_1829,7,2,23,1,18.0,0,0.00,No,105.3,149.2,82.15
1830,Atom_1830,7,2,24,1,-273.0,0,0.00,No,104.0,150.0,83.00
1831,Atom_1831,7,2,25,1,-46.0,0,0.00,No,100.7,150.8,83.85
1832,Atom_1832,7,2,26,1,-273.0,0,0.00,No,97.3,151.7,84.70
1833,Atom_1833,7,3,0,1,882.0,3,6.79,Si,114.0,95.0,63.45
1834,Atom_1834,7,3,1,1,850.0,3,6.79,Si,116.5,96.3,64.30
1835,Atom_1835,7,3,2,1,444.0,2,4.53,Si,119.0,97.7,65.15
1836,Atom_1836,7,3,3,1,786.0,2,4.53,Si,121.5,94.0,66.00
1837,Atom_1837,7,3,4,1,6.0,1,2.26,Si,124.0,93.7,66.85
1838,Atom_1838,7,3,5,1,722.0,1,2.26,Si,126.5,93.3,67.70
1839,Atom_1839,7,3,6,1,-58.0,0,0.00,No,129.0,100.0,68.55
1840,Atom_1840,7,3,7,1,658.0,0,0.00,No,131.5,100.8,69.40
1841,Atom_1841,7,3,8,1,-273.0,0,0.00,No,134.0,101.7,70.25
1842,Atom_1842,7,3,9,1,594.0,0,0.00,No,136.5,102.5,71.10
1843,Atom_1843,7,3,10,1,-273.0,0,0.00,No,139.0,103.3,71.95
1844,Atom_1844,7,3,11,1,530.0,0,0.00,No,141.5,104.2,72.80
1845,Atom_1845,7,3,12,1,-273.0,0,0.00,No,144.0,105.0,73.65
1846,Atom_1846,7,3,13,1,466.0,0,0.00,No,128.7,105.8,74.50
1847,Atom_1847,7,3,14,1,-273.0,0,0.00,No,127.3,106.7,75.35
1848,Atom_1848,7,3,15,1,402.0,0,0.00,No,126.0,107.5,76.20
1849,Atom_1849,7,3,16,1,-273.0,0,0.00,No,124.7,108.3,77.05
1850,Atom_1850,7,3,17,1,338.0,0,0.00,No,123.3,109.2,77.90
1851,Atom_1851,7,3,18,1,-273.0,0,0.00,No,122.0,110.0,78.75
1852,Atom_1852,7,3,19,1,274.0,0,0.00,No,120.7,110.8,79.60
1853,Atom_1853,7,3,20,1,-273.0,0,0.00,No,119.3,111.7,80.45
1854,Atom_1854,7,3,21,1,210.0,0,0.00,No,118.0,112.5,81.30
1855,Atom_1855,7,3,22,1,-273.0,0,0.00,No,116.7,113.3,82.15
1856,Atom_1856,7,3,23,1,146.0,0,0.00,No,115.3,114.2,83.00
1857,Atom_1857,7,3,24,1,-273.0,0,0.00,No,114.0,115.0,83.85
1858,Atom_1858,7,3,25,1,82.0,0,0.00,No,110.7,115.8,84.70
1859,Atom_1859,7,3,26,1,-273.0,0,0.00,No,107.3,116.7,85.55
1860,Atom_1860,7,4,0,1,1010.0,4,9.05,Si,124.0,65.0,64.30
1861,Atom_1861,7,4,1,1,978.0,4,9.05,Si,126.5,66.3,65.15
1862,Atom_1862,7,4,2,1,572.0,3,6.79,Si,129.0,67.7,66.00
1863,Atom_1863,7,4,3,1,914.0,3,6.79,Si,131.5,64.0,66.85
1864,Atom_1864,7,4,4,1,134.0,2,4.53,Si,134.0,63.7,67.70
1865,Atom_1865,7,4,5,1,850.0,2,4.53,Si,136.5,63.3,68.55
1866,Atom_1866,7,4,6,1,70.0,1,2.26,Si,139.0,70.0,69.40
1867,Atom_1867,7,4,7,1,786.0,1,2.26,Si,141.5,70.8,70.25
1868,Atom_1868,7,4,8,1,-273.0,0,0.00,No,144.0,71.7,71.10
1869,Atom_1869,7,4,9,1,722.0,0,0.00,No,146.5,72.5,71.95
1870,Atom_1870,7,4,10,1,-273.0,0,0.00,No,149.0,73.3,72.80
1871,Atom_1871,7,4,11,1,658.0,0,0.00,No,151.5,74.2,73.65
1872,Atom_1872,7,4,12,1,-273.0,0,0.00,No,154.0,75.0,74.50
1873,Atom_1873,7,4,13,1,594.0,0,0.00,No,138.7,75.8,75.35
1874,Atom_1874,7,4,14,1,-273.0,0,0.00,No,137.3,76.7,76.20
1875,Atom_1875,7,4,15,1,530.0,0,0.00,No,136.0,77.5,77.05
1876,Atom_1876,7,4,16,1,-273.0,0,0.00,No,134.7,78.3,77.90
1877,Atom_1877,7,4,17,1,466.0,0,0.00,No,133.3,79.2,78.75
1878,Atom_1878,7,4,18,1,-273.0,0,0.00,No,132.0,80.0,79.60
1879,Atom_1879,7,4,19,1,402.0,0,0.00,No,130.7,80.8,80.45
1880,Atom_1880,7,4,20,1,-273.0,0,0.00,No,129.3,81.7,81.30
1881,Atom_1881,7,4,21,1,338.0,0,0.00,No,128.0,82.5,82.15
1882,Atom_1882,7,4,22,1,-273.0,0,0.00,No,126.7,83.3,83.00
1883,Atom_1883,7,4,23,1,274.0,0,0.00,No,125.3,84.2,83.85
1884,Atom_1884,7,4,24,1,-273.0,0,0.00,No,124.0,85.0,84.70
1885,Atom_1885,7,4,25,1,210.0,0,0.00,No,120.7,88.3,85.55
1886,Atom_1886,7,4,26,1,-273.0,0,0.00,No,117.3,91.7,86.40
1887,Atom_1887,7,5,0,1,1138.0,5,11.31,Si,134.0,55.0,65.15
1888,Atom_1888,7,5,1,1,1106.0,5,11.31,Si,136.5,56.3,66.00
1889,Atom_1889,7,5,2,1,700.0,4,9.05,Si,139.0,57.7,66.85
1890,Atom_1890,7,5,3,1,1042.0,4,9.05,Si,141.5,54.0,67.70
1891,Atom_1891,7,5,4,1,262.0,3,6.79,Si,144.0,53.7,68.55
1892,Atom_1892,7,5,5,1,978.0,3,6.79,Si,146.5,53.3,69.40
1893,Atom_1893,7,5,6,1,198.0,2,4.53,Si,149.0,60.0,70.25
1894,Atom_1894,7,5,7,1,914.0,2,4.53,Si,151.5,60.8,71.10
1895,Atom_1895,7,5,8,1,-273.0,1,2.26,Si,154.0,61.7,71.95
1896,Atom_1896,7,5,9,1,850.0,1,2.26,Si,156.5,62.5,72.80
1897,Atom_1897,7,5,10,1,-273.0,0,0.00,No,159.0,63.3,73.65
1898,Atom_1898,7,5,11,1,786.0,0,0.00,No,161.5,64.2,74.50
1899,Atom_1899,7,5,12,1,-273.0,0,0.00,No,164.0,65.0,75.35
1900,Atom_1900,7,5,13,1,722.0,0,0.00,No,148.7,65.8,76.20
1901,Atom_1901,7,5,14,1,-273.0,0,0.00,No,147.3,66.7,77.05
1902,Atom_1902,7,5,15,1,658.0,0,0.00,No,146.0,67.5,77.90
1903,Atom_1903,7,5,16,1,-273.0,0,0.00,No,144.7,68.3,78.75
1904,Atom_1904,7,5,17,1,594.0,0,0.00,No,143.3,69.2,79.60
1905,Atom_1905,7,5,18,1,-273.0,0,0.00,No,142.0,70.0,80.45
1906,Atom_1906,7,5,19,1,530.0,0,0.00,No,140.7,73.3,81.30
1907,Atom_1907,7,5,20,1,-273.0,0,0.00,No,139.3,76.7,82.15
1908,Atom_1908,7,5,21,1,466.0,0,0.00,No,138.0,80.0,83.00
1909,Atom_1909,7,5,22,1,-273.0,0,0.00,No,136.7,83.3,83.85
1910,Atom_1910,7,5,23,1,402.0,0,0.00,No,135.3,86.7,84.70
1911,Atom_1911,7,5,24,1,-273.0,0,0.00,No,134.0,90.0,85.55
1912,Atom_1912,7,5,25,1,338.0,0,0.00,No,130.7,93.3,86.40
1913,Atom_1913,7,5,26,1,-273.0,0,0.00,No,127.3,96.7,87.25
